subject,id,level,sa,choices,totalTrials_Pre,totalHits_Pre,totalFailures_Pre,totalTrials_Post,hitsPost,failuresPost,hitRatePre,hitRatePreMean,hitRatePresd,z(hit)_pre,failureRatePre,failureRatePreMean,failureRatePresd,z(failure)_pre,hitRatePost,hitRatePostMean,hitRatePostsd,z(hit)_post,failureRatePost,failureRatePostMean,failureRatePostsd,z(failure)_post,,d_prime_pre,d_prime_post
jz,ASW1,1,400,4,187,177,10,371,361,10,0.236631016,0.239128891,0.010226602,-0.24425266,0.013368984,0.010871109,0.010226602,0.24425266,0.243261456,0.244313304,0.007402995,-0.142084059,0.006738544,0.010871109,0.007402995,-0.55822882,,-0.488505319,0.416144762
jz,ASW1,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,2,800,3,590,575,15,581,576,5,0.324858757,0.314210314,0.027202076,0.391456998,0.008474576,0.019123019,0.027202076,-0.39145701,0.330464716,0.324009237,0.009698433,0.665620794,0.002868617,0.019123019,0.009698433,-1.675982252,,0.782914008,2.341603046
jz,ASW1,2,1000,2,581,576,5,577,576,1,0.495697074,0.48792786,0.02854483,0.272175871,0.004302926,0.01207214,0.02854483,-0.272175871,0.499133449,0.49408504,0.008466899,0.596252415,0.000866551,0.01207214,0.008466899,-1.323458453,,0.544351743,1.919710868
jz,ASW1,2,600,3,599,576,23,583,576,7,0.320534224,0.316474979,0.018664497,0.217484835,0.01279911,0.016858354,0.018664497,-0.217484797,0.329331046,0.324727854,0.01131159,0.406944783,0.004002287,0.016858354,0.01131159,-1.136539389,,0.434969632,1.543484172
jz,ASW1,2,400,4,196,189,7,394,378,16,0.241071429,0.228754538,0.01783754,0.690503913,0.008928571,0.021245462,0.01783754,-0.690503913,0.239847716,0.238310867,0.007644151,0.20104897,0.010152284,0.021245462,0.007644151,-1.451198161,,1.381007826,1.652247131
jz,ASW1,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,3,800,3,595,576,19,588,576,12,0.322689076,0.315310058,0.026377836,0.279743128,0.010644258,0.018023276,0.026377836,-0.279743106,0.326530612,0.323369091,0.012796305,0.247065147,0.006802721,0.018023276,0.012796305,-0.876858972,,0.559486234,1.123924119
jz,ASW1,3,1000,2,579,576,3,577,576,1,0.497409326,0.49002853,0.024312701,0.303577778,0.002590674,0.00997147,0.024312701,-0.303577778,0.499133449,0.49096793,0.015792427,0.517052866,0.000866551,0.00997147,0.015792427,-0.576537025,,0.607155555,1.093589891
jz,ASW1,3,600,3,591,575,16,583,576,7,0.324309081,0.316088136,0.021844726,0.376335475,0.009024253,0.017245198,0.021844726,-0.37633545,0.329331046,0.32502129,0.012458215,0.345936898,0.004002287,0.017245198,0.012458215,-1.062986199,,0.752670924,1.408923097
jz,ASW1,3,400,4,200,191,9,378,352,26,0.23875,0.232462863,0.015970833,0.393663657,0.01125,0.017537137,0.015970833,-0.393663657,0.232804233,0.235356553,0.017633731,-0.144740772,0.017195767,0.017537137,0.017633731,-0.019358896,,0.787327314,-0.125381876
jz,ASW1,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,1,800,3,587,576,11,578,576,2,0.327086882,0.319251574,0.020895117,0.374982754,0.006246451,0.01408176,0.020895117,-0.374982779,0.332179931,0.331298397,0.001562822,0.564065658,0.001153403,0.01408176,0.001562822,-8.272444508,,0.749965533,8.836510165
by,AA1,1,1000,2,576,576,0,576,576,0,0.5,0.49932467,0.001013239,0.666506244,0,0.00067533,0.001013239,-0.666506244,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,1.333012488,1.432009086
by,AA1,1,600,3,573,568,5,579,576,3,0.330424666,0.322724036,0.013569623,0.567490316,0.002908668,0.010609297,0.013569623,-0.567490269,0.331606218,0.331633166,0.001395258,-0.01931428,0.001727116,0.010609297,0.001395258,-6.365978834,,1.134980585,6.346664554
by,AA1,1,400,4,73,72,1,290,284,6,0.246575342,0.239128891,0.010226602,0.728145211,0.003424658,0.010871109,0.010226602,-0.728145211,0.244827586,0.244313304,0.007402995,0.069469504,0.005172414,0.010871109,0.007402995,-0.769782383,,1.456290422,0.839251886
by,AA1,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,2,800,3,597,576,21,589,576,13,0.32160804,0.314210314,0.027202076,0.271954464,0.011725293,0.019123019,0.027202076,-0.271954476,0.325976231,0.324009237,0.009698433,0.20281563,0.007357102,0.019123019,0.009698433,-1.213177096,,0.54390894,1.415992726
by,AA1,2,1000,2,576,575,1,581,576,5,0.499131944,0.48792786,0.02854483,0.392508343,0.000868056,0.01207214,0.02854483,-0.392508343,0.495697074,0.49408504,0.008466899,0.190392491,0.004302926,0.01207214,0.008466899,-0.917598529,,0.785016686,1.10799102
by,AA1,2,600,3,561,539,22,582,576,6,0.320261438,0.316474979,0.018664497,0.202869601,0.013071895,0.016858354,0.018664497,-0.202869616,0.329896907,0.324727854,0.01131159,0.45696967,0.003436426,0.016858354,0.01131159,-1.186564276,,0.405739217,1.643533946
by,AA1,2,400,4,102,93,9,233,224,9,0.227941176,0.228754538,0.01783754,-0.045598313,0.022058824,0.021245462,0.01783754,0.045598313,0.240343348,0.238310867,0.007644151,0.265887038,0.009656652,0.021245462,0.007644151,-1.516036229,,-0.091196626,1.781923267
by,AA1,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,3,800,3,590,575,15,590,576,14,0.324858757,0.315310058,0.026377836,0.361997071,0.008474576,0.018023276,0.026377836,-0.361997087,0.325423729,0.323369091,0.012796305,0.160564942,0.007909605,0.018023276,0.012796305,-0.790358688,,0.723994158,0.95092363
by,AA1,3,1000,2,576,576,0,576,576,0,0.5,0.49002853,0.024312701,0.410134182,0,0.00997147,0.024312701,-0.410134182,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.820268365,1.203332493
by,AA1,3,600,3,584,570,14,584,576,8,0.325342466,0.316088136,0.021844726,0.423641402,0.007990868,0.017245198,0.021844726,-0.423641377,0.328767123,0.32502129,0.012458215,0.300671746,0.00456621,0.017245198,0.012458215,-1.017721046,,0.847282779,1.318392792
by,AA1,3,400,4,102,97,5,256,240,16,0.237745098,0.232462863,0.015970833,0.330742581,0.012254902,0.017537137,0.015970833,-0.330742581,0.234375,0.235356553,0.017633731,-0.055663369,0.015625,0.017537137,0.017633731,-0.1084363,,0.661485163,0.052772931
by,AA1,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
by,AA1,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,1,800,3,766,568,198,579,576,3,0.247171453,0.319251574,0.020895117,-3.449615583,0.08616188,0.01408176,0.020895117,3.449615591,0.331606218,0.331298397,0.001562822,0.196965003,0.001727116,0.01408176,0.001562822,-7.905343801,,-6.899231174,8.102308803
et,AS2,1,1000,2,571,570,1,579,576,3,0.499124343,0.49932467,0.001013239,-0.19770963,0.000875657,0.00067533,0.001013239,0.19770963,0.497409326,0.49935121,0.000924659,-2.100107152,0.002590674,0.00067533,0.000924659,2.071405288,,-0.39541926,-4.17151244
et,AS2,1,600,3,508,416,92,579,576,3,0.272965879,0.322724036,0.013569623,-3.666878415,0.060367454,0.010609297,0.013569623,3.666878397,0.331606218,0.331633166,0.001395258,-0.01931428,0.001727116,0.010609297,0.001395258,-6.365978834,,-7.333756812,6.346664554
et,AS2,1,400,4,46,38,8,282,273,9,0.206521739,0.239128891,0.010226602,-3.188463945,0.043478261,0.010871109,0.010226602,3.188463945,0.242021277,0.244313304,0.007402995,-0.30960801,0.007978723,0.010871109,0.007402995,-0.39070487,,-6.376927891,0.08109686
et,AS2,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,2,800,3,836,615,221,588,576,12,0.245215311,0.314210314,0.027202076,-2.536387408,0.088118022,0.019123019,0.027202076,2.536387404,0.326530612,0.324009237,0.009698433,0.259977543,0.006802721,0.019123019,0.009698433,-1.270339008,,-5.072774811,1.530316551
et,AS2,2,1000,2,579,576,3,579,576,3,0.497409326,0.48792786,0.02854483,0.332160533,0.002590674,0.01207214,0.02854483,-0.332160533,0.497409326,0.49408504,0.008466899,0.392621429,0.002590674,0.01207214,0.008466899,-1.119827467,,0.664321066,1.512448896
et,AS2,2,600,3,512,401,111,589,576,13,0.261067708,0.316474979,0.018664497,-2.968591749,0.072265625,0.016858354,0.018664497,2.96859175,0.325976231,0.324727854,0.01131159,0.110362688,0.007357102,0.016858354,0.01131159,-0.839957292,,-5.937183499,0.95031998
et,AS2,2,400,4,60,54,6,346,319,27,0.225,0.228754538,0.01783754,-0.210485174,0.025,0.021245462,0.01783754,0.210485174,0.230491329,0.238310867,0.007644151,-1.022943946,0.019508671,0.021245462,0.007644151,-0.227205245,,-0.420970348,-0.795738701
et,AS2,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,3,800,3,809,599,210,586,576,10,0.246806757,0.315310058,0.026377836,-2.597002315,0.086526576,0.018023276,0.026377836,2.597002308,0.327645051,0.323369091,0.012796305,0.334155835,0.005688282,0.018023276,0.012796305,-0.963949661,,-5.194004623,1.298105496
et,AS2,3,1000,2,580,576,4,578,576,2,0.496551724,0.49002853,0.024312701,0.268303951,0.003448276,0.00997147,0.024312701,-0.268303951,0.498269896,0.49096793,0.015792427,0.462371403,0.001730104,0.00997147,0.015792427,-0.521855562,,0.536607902,0.984226965
et,AS2,3,600,3,561,424,137,585,576,9,0.251931075,0.316088136,0.021844726,-2.936958891,0.081402258,0.017245198,0.021844726,2.936958872,0.328205128,0.32502129,0.012458215,0.255561351,0.005128205,0.017245198,0.012458215,-0.972610651,,-5.873917762,1.228172002
et,AS2,3,400,4,68,60,8,342,315,27,0.220588235,0.232462863,0.015970833,-0.74351966,0.029411765,0.017537137,0.015970833,0.74351966,0.230263158,0.235356553,0.017633731,-0.288843852,0.019736842,0.017537137,0.017633731,0.124744184,,-1.48703932,-0.413588036
et,AS2,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
et,AS2,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
