subject,difficulty,condition,date,sa,probabilityCorrect
ASW1,1,stereo-weak,2017-06-05_11-51-42-AM.csv,600,1.0
ASW1,2,stereo-weak,2017-06-05_11-51-42-AM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-05_11-51-42-AM.csv,600,1.0
ASW1,1,stereo-weak,2017-06-05_11-51-42-AM.csv,400,0.9714285714285714
ASW1,2,stereo-weak,2017-06-05_11-51-42-AM.csv,400,1.0
ASW1,3,stereo-weak,2017-06-05_11-51-42-AM.csv,400,0.9264705882352942
ASW1,1,stereo-weak,2017-06-13_11-30-34-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-13_11-30-34-AM.csv,1000,1.0
ASW1,3,stereo-weak,2017-06-13_11-30-34-AM.csv,1000,1.0
ASW1,1,stereo-weak,2017-06-13_11-30-34-AM.csv,800,1.0
ASW1,2,stereo-weak,2017-06-13_11-30-34-AM.csv,800,0.9795918367346939
ASW1,3,stereo-weak,2017-06-13_11-30-34-AM.csv,800,0.9896907216494846
ASW1,1,stereo-weak,2017-06-13_11-30-34-AM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-06-13_11-30-34-AM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-13_11-30-34-AM.csv,600,0.9696969696969697
ASW1,1,stereo-weak,2017-06-13_11-30-34-AM.csv,400,0.9850746268656716
ASW1,2,stereo-weak,2017-06-13_11-30-34-AM.csv,400,0.9696969696969697
ASW1,3,stereo-weak,2017-06-13_11-30-34-AM.csv,400,0.9846153846153847
ASW1,1,stereo-weak,2017-06-13_11-59-20-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-13_11-59-20-AM.csv,1000,1.0
ASW1,3,stereo-weak,2017-06-13_11-59-20-AM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-06-13_11-59-20-AM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-06-13_11-59-20-AM.csv,800,0.96
ASW1,3,stereo-weak,2017-06-13_11-59-20-AM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-06-13_11-59-20-AM.csv,600,0.9696969696969697
ASW1,2,stereo-weak,2017-06-13_11-59-20-AM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-06-13_11-59-20-AM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-06-13_11-59-20-AM.csv,400,0.9833333333333333
ASW1,2,stereo-weak,2017-06-13_11-59-20-AM.csv,400,0.9523809523809523
ASW1,3,stereo-weak,2017-06-13_11-59-20-AM.csv,400,0.9830508474576272
ASW1,1,stereo-weak,2017-06-14_11-27-08-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-14_11-27-08-AM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-06-14_11-27-08-AM.csv,1000,1.0
ASW1,1,stereo-weak,2017-06-14_11-27-08-AM.csv,800,1.0
ASW1,2,stereo-weak,2017-06-14_11-27-08-AM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-06-14_11-27-08-AM.csv,800,1.0
ASW1,1,stereo-weak,2017-06-14_11-27-08-AM.csv,600,0.9795918367346939
ASW1,2,stereo-weak,2017-06-14_11-27-08-AM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-14_11-27-08-AM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-06-14_11-27-08-AM.csv,400,0.9705882352941176
ASW1,2,stereo-weak,2017-06-14_11-27-08-AM.csv,400,0.9855072463768116
ASW1,3,stereo-weak,2017-06-14_11-27-08-AM.csv,400,0.9846153846153847
ASW1,1,stereo-weak,2017-06-14_11-55-38-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-14_11-55-38-AM.csv,1000,1.0
ASW1,3,stereo-weak,2017-06-14_11-55-38-AM.csv,1000,1.0
ASW1,1,stereo-weak,2017-06-14_11-55-38-AM.csv,800,1.0
ASW1,2,stereo-weak,2017-06-14_11-55-38-AM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-06-14_11-55-38-AM.csv,800,1.0
ASW1,1,stereo-weak,2017-06-14_11-55-38-AM.csv,600,1.0
ASW1,2,stereo-weak,2017-06-14_11-55-38-AM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-14_11-55-38-AM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-06-14_11-55-38-AM.csv,400,0.9861111111111112
ASW1,2,stereo-weak,2017-06-14_11-55-38-AM.csv,400,0.9571428571428572
ASW1,3,stereo-weak,2017-06-14_11-55-38-AM.csv,400,1.0
ASW1,1,stereo-weak,2017-06-19_12-03-10-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-19_12-03-10-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-06-19_12-03-10-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-06-19_12-03-10-PM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-06-19_12-03-10-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-06-19_12-03-10-PM.csv,800,0.9896907216494846
ASW1,1,stereo-weak,2017-06-19_12-03-10-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-06-19_12-03-10-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-19_12-03-10-PM.csv,600,1.0
ASW1,1,stereo-weak,2017-06-19_12-03-10-PM.csv,400,0.9827586206896551
ASW1,2,stereo-weak,2017-06-19_12-03-10-PM.csv,400,0.8857142857142857
ASW1,3,stereo-weak,2017-06-19_12-03-10-PM.csv,400,1.0
ASW1,1,stereo-weak,2017-06-19_12-31-33-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-06-19_12-31-33-PM.csv,1000,0.9795918367346939
ASW1,3,stereo-weak,2017-06-19_12-31-33-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-06-19_12-31-33-PM.csv,800,0.9795918367346939
ASW1,2,stereo-weak,2017-06-19_12-31-33-PM.csv,800,0.9696969696969697
ASW1,3,stereo-weak,2017-06-19_12-31-33-PM.csv,800,0.96
ASW1,1,stereo-weak,2017-06-19_12-31-33-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-06-19_12-31-33-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-06-19_12-31-33-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-06-19_12-31-33-PM.csv,400,0.9454545454545454
ASW1,2,stereo-weak,2017-06-19_12-31-33-PM.csv,400,0.8767123287671232
ASW1,3,stereo-weak,2017-06-19_12-31-33-PM.csv,400,0.9701492537313433
ASW1,1,stereo-weak,2017-08-03_02-21-39-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-08-03_02-21-39-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-08-03_02-21-39-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-08-03_02-21-39-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-08-03_02-21-39-PM.csv,800,0.9696969696969697
ASW1,3,stereo-weak,2017-08-03_02-21-39-PM.csv,800,0.9230769230769231
ASW1,1,stereo-weak,2017-08-03_02-21-39-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-08-03_02-21-39-PM.csv,600,0.9230769230769231
ASW1,3,stereo-weak,2017-08-03_02-21-39-PM.csv,600,0.96
ASW1,1,stereo-weak,2017-08-03_02-21-39-PM.csv,400,1.0
ASW1,2,stereo-weak,2017-08-03_02-21-39-PM.csv,400,0.9047619047619048
ASW1,3,stereo-weak,2017-08-03_02-21-39-PM.csv,400,1.0
ASW1,1,stereo-weak,2017-08-03_02-49-21-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-08-03_02-49-21-PM.csv,1000,0.9795918367346939
ASW1,3,stereo-weak,2017-08-03_02-49-21-PM.csv,1000,0.96
ASW1,1,stereo-weak,2017-08-03_02-49-21-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-08-03_02-49-21-PM.csv,800,0.9320388349514563
ASW1,3,stereo-weak,2017-08-03_02-49-21-PM.csv,800,0.96
ASW1,1,stereo-weak,2017-08-03_02-49-21-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-08-03_02-49-21-PM.csv,600,0.9411764705882353
ASW1,3,stereo-weak,2017-08-03_02-49-21-PM.csv,600,0.96
ASW1,1,stereo-weak,2017-08-03_02-49-21-PM.csv,400,0.9827586206896551
ASW1,2,stereo-weak,2017-08-03_02-49-21-PM.csv,400,0.8571428571428571
ASW1,3,stereo-weak,2017-08-03_02-49-21-PM.csv,400,0.8571428571428571
ASW1,1,stereo-weak,2017-08-23_02-30-53-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-08-23_02-30-53-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-08-23_02-30-53-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-08-23_02-30-53-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-08-23_02-30-53-PM.csv,800,1.0
ASW1,3,stereo-weak,2017-08-23_02-30-53-PM.csv,800,0.96
ASW1,1,stereo-weak,2017-08-23_02-30-53-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-08-23_02-30-53-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-08-23_02-30-53-PM.csv,600,0.9696969696969697
ASW1,1,stereo-weak,2017-08-23_02-30-53-PM.csv,400,1.0
ASW1,2,stereo-weak,2017-08-23_02-30-53-PM.csv,400,0.9846153846153847
ASW1,3,stereo-weak,2017-08-23_02-30-53-PM.csv,400,0.9672131147540983
ASW1,1,stereo-weak,2017-08-23_02-58-26-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-08-23_02-58-26-PM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-08-23_02-58-26-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-08-23_02-58-26-PM.csv,800,0.9795918367346939
ASW1,2,stereo-weak,2017-08-23_02-58-26-PM.csv,800,0.9411764705882353
ASW1,3,stereo-weak,2017-08-23_02-58-26-PM.csv,800,0.9696969696969697
ASW1,1,stereo-weak,2017-08-23_02-58-26-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-08-23_02-58-26-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-08-23_02-58-26-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-08-23_02-58-26-PM.csv,400,1.0
ASW1,2,stereo-weak,2017-08-23_02-58-26-PM.csv,400,0.9298245614035088
ASW1,3,stereo-weak,2017-08-23_02-58-26-PM.csv,400,0.9285714285714286
ASW1,1,stereo-weak,2017-08-24_03-14-27-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-08-24_03-14-27-PM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-08-24_03-14-27-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-08-24_03-14-27-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-08-24_03-14-27-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-08-24_03-14-27-PM.csv,800,1.0
ASW1,1,stereo-weak,2017-08-24_03-14-27-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-08-24_03-14-27-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-08-24_03-14-27-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-08-24_03-14-27-PM.csv,400,0.9696969696969697
ASW1,2,stereo-weak,2017-08-24_03-14-27-PM.csv,400,0.9855072463768116
ASW1,3,stereo-weak,2017-08-24_03-14-27-PM.csv,400,0.9245283018867925
ASW1,1,stereo-weak,2017-08-24_03-43-23-PM.csv,1000,0.9896907216494846
ASW1,2,stereo-weak,2017-08-24_03-43-23-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-08-24_03-43-23-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-08-24_03-43-23-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-08-24_03-43-23-PM.csv,800,0.9696969696969697
ASW1,3,stereo-weak,2017-08-24_03-43-23-PM.csv,800,0.9696969696969697
ASW1,1,stereo-weak,2017-08-24_03-43-23-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-08-24_03-43-23-PM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-08-24_03-43-23-PM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-08-24_03-43-23-PM.csv,400,0.9807692307692307
ASW1,2,stereo-weak,2017-08-24_03-43-23-PM.csv,400,0.9710144927536232
ASW1,3,stereo-weak,2017-08-24_03-43-23-PM.csv,400,0.9523809523809523
ASW1,1,stereo-weak,2017-09-07_02-29-28-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-07_02-29-28-PM.csv,1000,0.9696969696969697
ASW1,3,stereo-weak,2017-09-07_02-29-28-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-09-07_02-29-28-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-09-07_02-29-28-PM.csv,800,0.96
ASW1,3,stereo-weak,2017-09-07_02-29-28-PM.csv,800,0.9896907216494846
ASW1,1,stereo-weak,2017-09-07_02-29-28-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-09-07_02-29-28-PM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-09-07_02-29-28-PM.csv,600,1.0
ASW1,1,stereo-weak,2017-09-07_02-29-28-PM.csv,400,0.9552238805970149
ASW1,2,stereo-weak,2017-09-07_02-29-28-PM.csv,400,0.8888888888888888
ASW1,3,stereo-weak,2017-09-07_02-29-28-PM.csv,400,0.8205128205128205
ASW1,1,stereo-weak,2017-09-07_02-57-02-PM.csv,1000,0.9896907216494846
ASW1,2,stereo-weak,2017-09-07_02-57-02-PM.csv,1000,0.9696969696969697
ASW1,3,stereo-weak,2017-09-07_02-57-02-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-09-07_02-57-02-PM.csv,800,0.9230769230769231
ASW1,2,stereo-weak,2017-09-07_02-57-02-PM.csv,800,0.9696969696969697
ASW1,3,stereo-weak,2017-09-07_02-57-02-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-09-07_02-57-02-PM.csv,600,0.9696969696969697
ASW1,2,stereo-weak,2017-09-07_02-57-02-PM.csv,600,0.9504950495049505
ASW1,3,stereo-weak,2017-09-07_02-57-02-PM.csv,600,1.0
ASW1,1,stereo-weak,2017-09-07_02-57-02-PM.csv,400,0.9545454545454546
ASW1,2,stereo-weak,2017-09-07_02-57-02-PM.csv,400,0.9090909090909091
ASW1,3,stereo-weak,2017-09-07_02-57-02-PM.csv,400,0.9818181818181818
ASW1,1,stereo-weak,2017-09-14_02-27-39-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-14_02-27-39-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-09-14_02-27-39-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-09-14_02-27-39-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-09-14_02-27-39-PM.csv,800,0.9795918367346939
ASW1,3,stereo-weak,2017-09-14_02-27-39-PM.csv,800,0.9896907216494846
ASW1,1,stereo-weak,2017-09-14_02-27-39-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-09-14_02-27-39-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-09-14_02-27-39-PM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-09-14_02-27-39-PM.csv,400,1.0
ASW1,2,stereo-weak,2017-09-14_02-27-39-PM.csv,400,1.0
ASW1,3,stereo-weak,2017-09-14_02-27-39-PM.csv,400,0.9833333333333333
ASW1,1,stereo-weak,2017-09-14_02-55-47-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-14_02-55-47-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-09-14_02-55-47-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-09-14_02-55-47-PM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-09-14_02-55-47-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-09-14_02-55-47-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-09-14_02-55-47-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-09-14_02-55-47-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-09-14_02-55-47-PM.csv,600,0.9696969696969697
ASW1,1,stereo-weak,2017-09-14_02-55-47-PM.csv,400,0.9722222222222222
ASW1,2,stereo-weak,2017-09-14_02-55-47-PM.csv,400,0.9577464788732394
ASW1,3,stereo-weak,2017-09-14_02-55-47-PM.csv,400,0.927536231884058
ASW1,1,stereo-weak,2017-09-21_02-27-38-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-21_02-27-38-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-09-21_02-27-38-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-09-21_02-27-38-PM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-09-21_02-27-38-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-09-21_02-27-38-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-09-21_02-27-38-PM.csv,600,0.96
ASW1,2,stereo-weak,2017-09-21_02-27-38-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-09-21_02-27-38-PM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-09-21_02-27-38-PM.csv,400,0.9830508474576272
ASW1,2,stereo-weak,2017-09-21_02-27-38-PM.csv,400,0.9032258064516129
ASW1,3,stereo-weak,2017-09-21_02-27-38-PM.csv,400,0.9206349206349206
ASW1,1,stereo-weak,2017-09-21_02-55-10-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-21_02-55-10-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-09-21_02-55-10-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-09-21_02-55-10-PM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-09-21_02-55-10-PM.csv,800,0.9504950495049505
ASW1,3,stereo-weak,2017-09-21_02-55-10-PM.csv,800,0.9504950495049505
ASW1,1,stereo-weak,2017-09-21_02-55-10-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-09-21_02-55-10-PM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-09-21_02-55-10-PM.csv,600,0.9696969696969697
ASW1,1,stereo-weak,2017-09-21_02-55-10-PM.csv,400,0.9649122807017544
ASW1,2,stereo-weak,2017-09-21_02-55-10-PM.csv,400,0.9454545454545454
ASW1,3,stereo-weak,2017-09-21_02-55-10-PM.csv,400,0.9807692307692307
ASW1,1,stereo-weak,2017-09-28_02-38-02-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-28_02-38-02-PM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-09-28_02-38-02-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-09-28_02-38-02-PM.csv,800,0.9896907216494846
ASW1,2,stereo-weak,2017-09-28_02-38-02-PM.csv,800,0.96
ASW1,3,stereo-weak,2017-09-28_02-38-02-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-09-28_02-38-02-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-09-28_02-38-02-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-09-28_02-38-02-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-09-28_02-38-02-PM.csv,400,1.0
ASW1,2,stereo-weak,2017-09-28_02-38-02-PM.csv,400,0.9878048780487805
ASW1,3,stereo-weak,2017-09-28_02-38-02-PM.csv,400,0.8676470588235294
ASW1,1,stereo-weak,2017-09-28_03-05-46-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-09-28_03-05-46-PM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-09-28_03-05-46-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-09-28_03-05-46-PM.csv,800,0.9795918367346939
ASW1,2,stereo-weak,2017-09-28_03-05-46-PM.csv,800,0.96
ASW1,3,stereo-weak,2017-09-28_03-05-46-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-09-28_03-05-46-PM.csv,600,0.9696969696969697
ASW1,2,stereo-weak,2017-09-28_03-05-46-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-09-28_03-05-46-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-09-28_03-05-46-PM.csv,400,0.9836065573770492
ASW1,2,stereo-weak,2017-09-28_03-05-46-PM.csv,400,0.96875
ASW1,3,stereo-weak,2017-09-28_03-05-46-PM.csv,400,0.9315068493150684
ASW1,1,stereo-weak,2017-10-02_10-26-08-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-10-02_10-26-08-AM.csv,1000,1.0
ASW1,3,stereo-weak,2017-10-02_10-26-08-AM.csv,1000,1.0
ASW1,1,stereo-weak,2017-10-02_10-26-08-AM.csv,800,1.0
ASW1,2,stereo-weak,2017-10-02_10-26-08-AM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-10-02_10-26-08-AM.csv,800,0.9696969696969697
ASW1,1,stereo-weak,2017-10-02_10-26-08-AM.csv,600,1.0
ASW1,2,stereo-weak,2017-10-02_10-26-08-AM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-10-02_10-26-08-AM.csv,600,1.0
ASW1,1,stereo-weak,2017-10-02_10-26-08-AM.csv,400,0.984375
ASW1,2,stereo-weak,2017-10-02_10-26-08-AM.csv,400,0.9863013698630136
ASW1,3,stereo-weak,2017-10-02_10-26-08-AM.csv,400,0.9027777777777778
ASW1,1,stereo-weak,2017-10-02_10-53-36-AM.csv,1000,1.0
ASW1,2,stereo-weak,2017-10-02_10-53-36-AM.csv,1000,1.0
ASW1,3,stereo-weak,2017-10-02_10-53-36-AM.csv,1000,1.0
ASW1,1,stereo-weak,2017-10-02_10-53-36-AM.csv,800,1.0
ASW1,2,stereo-weak,2017-10-02_10-53-36-AM.csv,800,1.0
ASW1,3,stereo-weak,2017-10-02_10-53-36-AM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-10-02_10-53-36-AM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-10-02_10-53-36-AM.csv,600,1.0
ASW1,3,stereo-weak,2017-10-02_10-53-36-AM.csv,600,1.0
ASW1,1,stereo-weak,2017-10-02_10-53-36-AM.csv,400,1.0
ASW1,2,stereo-weak,2017-10-02_10-53-36-AM.csv,400,0.9583333333333334
ASW1,3,stereo-weak,2017-10-02_10-53-36-AM.csv,400,0.9726027397260274
ASW1,1,stereo-weak,2017-10-05_02-26-33-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-10-05_02-26-33-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-10-05_02-26-33-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-10-05_02-26-33-PM.csv,800,0.9795918367346939
ASW1,2,stereo-weak,2017-10-05_02-26-33-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-10-05_02-26-33-PM.csv,800,1.0
ASW1,1,stereo-weak,2017-10-05_02-26-33-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-10-05_02-26-33-PM.csv,600,1.0
ASW1,3,stereo-weak,2017-10-05_02-26-33-PM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-10-05_02-26-33-PM.csv,400,0.9836065573770492
ASW1,2,stereo-weak,2017-10-05_02-26-33-PM.csv,400,0.9538461538461539
ASW1,3,stereo-weak,2017-10-05_02-26-33-PM.csv,400,0.9206349206349206
ASW1,1,stereo-weak,2017-10-05_02-54-24-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-10-05_02-54-24-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-10-05_02-54-24-PM.csv,1000,0.9896907216494846
ASW1,1,stereo-weak,2017-10-05_02-54-24-PM.csv,800,0.9696969696969697
ASW1,2,stereo-weak,2017-10-05_02-54-24-PM.csv,800,0.9896907216494846
ASW1,3,stereo-weak,2017-10-05_02-54-24-PM.csv,800,0.9696969696969697
ASW1,1,stereo-weak,2017-10-05_02-54-24-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-10-05_02-54-24-PM.csv,600,0.9896907216494846
ASW1,3,stereo-weak,2017-10-05_02-54-24-PM.csv,600,0.9896907216494846
ASW1,1,stereo-weak,2017-10-05_02-54-24-PM.csv,400,0.9516129032258065
ASW1,2,stereo-weak,2017-10-05_02-54-24-PM.csv,400,0.9666666666666667
ASW1,3,stereo-weak,2017-10-05_02-54-24-PM.csv,400,0.9375
ASW1,1,stereo-weak,2017-10-09_12-24-28-PM.csv,1000,1.0
ASW1,2,stereo-weak,2017-10-09_12-24-28-PM.csv,1000,1.0
ASW1,3,stereo-weak,2017-10-09_12-24-28-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-10-09_12-24-28-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-10-09_12-24-28-PM.csv,800,1.0
ASW1,3,stereo-weak,2017-10-09_12-24-28-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-10-09_12-24-28-PM.csv,600,1.0
ASW1,2,stereo-weak,2017-10-09_12-24-28-PM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-10-09_12-24-28-PM.csv,600,0.9795918367346939
ASW1,1,stereo-weak,2017-10-09_12-24-28-PM.csv,400,0.9666666666666667
ASW1,2,stereo-weak,2017-10-09_12-24-28-PM.csv,400,0.9464285714285714
ASW1,3,stereo-weak,2017-10-09_12-24-28-PM.csv,400,0.9166666666666666
ASW1,1,stereo-weak,2017-10-09_12-52-25-PM.csv,1000,0.9896907216494846
ASW1,2,stereo-weak,2017-10-09_12-52-25-PM.csv,1000,0.9896907216494846
ASW1,3,stereo-weak,2017-10-09_12-52-25-PM.csv,1000,1.0
ASW1,1,stereo-weak,2017-10-09_12-52-25-PM.csv,800,1.0
ASW1,2,stereo-weak,2017-10-09_12-52-25-PM.csv,800,0.9795918367346939
ASW1,3,stereo-weak,2017-10-09_12-52-25-PM.csv,800,0.9795918367346939
ASW1,1,stereo-weak,2017-10-09_12-52-25-PM.csv,600,0.9896907216494846
ASW1,2,stereo-weak,2017-10-09_12-52-25-PM.csv,600,0.9795918367346939
ASW1,3,stereo-weak,2017-10-09_12-52-25-PM.csv,600,0.9696969696969697
ASW1,1,stereo-weak,2017-10-09_12-52-25-PM.csv,400,0.95
ASW1,2,stereo-weak,2017-10-09_12-52-25-PM.csv,400,0.9411764705882353
ASW1,3,stereo-weak,2017-10-09_12-52-25-PM.csv,400,0.9347826086956522
N5,1,binocular,2016-06-27_12-39-20-PM.csv,1000,nan
N5,2,binocular,2016-06-27_12-39-20-PM.csv,1000,nan
N5,3,binocular,2016-06-27_12-39-20-PM.csv,1000,nan
N5,1,binocular,2016-06-27_12-39-20-PM.csv,800,1.0
N5,2,binocular,2016-06-27_12-39-20-PM.csv,800,1.0
N5,3,binocular,2016-06-27_12-39-20-PM.csv,800,1.0
N5,1,binocular,2016-06-27_12-39-20-PM.csv,600,0.9850746268656716
N5,2,binocular,2016-06-27_12-39-20-PM.csv,600,1.0
N5,3,binocular,2016-06-27_12-39-20-PM.csv,600,1.0
N5,1,binocular,2016-06-27_12-39-20-PM.csv,400,0.9887640449438202
N5,2,binocular,2016-06-27_12-39-20-PM.csv,400,0.967032967032967
N5,3,binocular,2016-06-27_12-39-20-PM.csv,400,0.9777777777777777
N5,1,binocular,2016-06-29_05-41-03-PM.csv,1000,1.0
N5,2,binocular,2016-06-29_05-41-03-PM.csv,1000,1.0
N5,3,binocular,2016-06-29_05-41-03-PM.csv,1000,1.0
N5,1,binocular,2016-06-29_05-41-03-PM.csv,800,1.0
